Time (sec),Usl(m/s),Usg(m/s),Vf,bins,Freq.,PDF,Hl
13.805,0.05,0.047,0.1167,0,0,0,0.8833
13.81,0.05,0.047,0.1204,0,0,0,0.8796
13.815,0.05,0.047,0.1214,0,0,0,0.8786
13.82,0.05,0.047,0.1243,0,0,0,0.8757
13.825,0.05,0.047,0.1245,0,0,0,0.8755
13.83,0.05,0.047,0.1263,0,0,0,0.8737
13.835,0.05,0.047,0.1247,0,0,0,0.8753
13.84,0.05,0.047,0.1253,0,0,0,0.8747
13.845,0.05,0.047,0.122,0,0,0,0.878
13.85,0.05,0.047,0.1215,0,0,0,0.8785
13.855,0.05,0.047,0.1171,0,0,0,0.8829
13.86,0.05,0.047,0.1157,0,0,0,0.8843
13.865,0.05,0.047,0.1137,0,0,0,0.8863
13.87,0.05,0.047,0.115,0,0,0,0.885
13.875,0.05,0.047,0.1136,0,0,0,0.8864
13.88,0.05,0.047,0.1146,0,0,0,0.8854
13.885,0.05,0.047,0.1135,0,0,0,0.8865
13.89,0.05,0.047,0.116,0,0,0,0.884
13.895,0.05,0.047,0.1147,0,0,0,0.8853
13.9,0.05,0.047,0.1173,0,0,0,0.8827
13.905,0.05,0.047,0.1166,0,0,0,0.8834
13.91,0.05,0.047,0.1189,0,0,0,0.8811
13.915,0.05,0.047,0.1187,0,0,0,0.8813
13.92,0.05,0.047,0.1204,0,0,0,0.8796
13.925,0.05,0.047,0.1202,0,0,0,0.8798
13.93,0.05,0.047,0.1232,0,0,0,0.8768
13.935,0.05,0.047,0.122,0,0,0,0.878
13.94,0.05,0.047,0.1244,0,0,0,0.8756
13.945,0.05,0.047,0.1258,0,0,0,0.8742
